ref;nump;reg;dpt;com;insee;edif;adresse;leg;lieucor;autp;autoeu;scle;datpv;serie;typdoc;lbase;copy;video_v;video_p;wgs84;filename
APMH00014538;MH0014538;Ile-de-France;78;Versailles;78646;Cathédrale Saint-Louis;;Façade nord;;Mieusement, Médéric (photographe);;;1905 (avant);;Négatif;PA00087667;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014538_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/75beb22a170ca522caa6049bf3c1a566/;48.7983987, 2.1239822;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014538_p.jpg
APMH00014546;MH0014546;Ile-de-France;78;Versailles;78646;Cathédrale Saint-Louis;;Vue intérieure du bas-côté;;Mieusement, Médéric (photographe);;;1905 (avant);;Négatif;PA00087667;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014546_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b0e5a4ba43e988da3ced037a980bcb80/;48.7983987, 2.1239822;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014546_p.jpg
APMH00014545;MH0014545;Ile-de-France;78;Versailles;78646;Cathédrale Saint-Louis;;Vue intérieure de la nef vers l'entrée;;Mieusement, Médéric (photographe);;;1905 (avant);;Négatif;PA00087667;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014545_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/6e513d5542d2e72160e22f40ffa53e2f/;48.7983987, 2.1239822;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014545_p.jpg
APMH00014542;MH0014542;Ile-de-France;78;Versailles;78646;Cathédrale Saint-Louis;;Façade est;;Mieusement, Médéric (photographe);;;1905 (avant);;Négatif;PA00087667;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014542_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/5916e4f259c0252deaf826f3e7fbadc3/;48.7983987, 2.1239822;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014542_p.jpg
APMH00014544;MH0014544;Ile-de-France;78;Versailles;78646;Cathédrale Saint-Louis;;Vue intérieure de la nef vers le choeur;;Mieusement, Médéric (photographe);;;1905 (avant);;Négatif;PA00087667;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014544_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/1144f76774b975ed1f60c8086a0af26b/;48.7983987, 2.1239822;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014544_p.jpg
APMH00012895;MH0012895;Ile-de-France;78;Versailles;78646;"Château ; Domaine National";;Parc. Char d'Apollon : Buste;;Durand, Jean-Eugène (photographe);Tuby;17e siècle;1905 (avant, supposé);;Négatif;PA00087673;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0401/sap01_mh012895_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/10d2dde4d55e96137b0891993e901924/;48.801408, 2.130122;http://www.culture.gouv.fr/Wave/image/memoire/0401/sap01_mh012895_p.jpg
APMH00007121;MH0007121;Ile-de-France;94;Arcueil;94003;Eglise Saint-Denys;;Bas-côté sud;;Durand, Eugène (photographe);;;;;Négatif;PA00079846;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007121_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ae5d5cd65a48d7e886f203bf1d275aeb/;48.8024921, 2.3318326;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007121_p.jpg
APMH00016606;MH0016606;Ile-de-France;78;Jouars-Pontchartrain;78321;Eglise;;;;Catala (photographe);;;1919 (avant);;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016606_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/baea73aea5c83bfc6b435ca16f354306/;48.8027247, 1.9025606;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016606_p.jpg
APMH00016605;MH0016605;Ile-de-France;78;Jouars-Pontchartrain;78321;Eglise;;;;Catala (photographe);;;1919 (avant);;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016605_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/aa199385ee81521526b19a23a7ac90f7/;48.8027247, 1.9025606;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016605_p.jpg
APMH00037128;MH0037128;Ile-de-France;94;Villejuif;94076;Eglise;;Clocher;;Chaine, Henri (architecte);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0019/sap01_mh037128_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/9c43391cbb898737989ac25fa4313fe7/;48.8027509, 2.362015;http://www.culture.gouv.fr/Wave/image/memoire/0019/sap01_mh037128_p.jpg
APMH00016752;MH0016752;Ile-de-France;78;Versailles;78646;Domaine national, château;;Cour côté sud : Passage au rez-de-chaussée;;Durand, Jean-Eugène (photographe);;;1919 (avant);;Négatif;PA00087673;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016752_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/08aaf65ef1eefbd1a15f3c80f4c99640/;48.8048649, 2.1203554;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016752_p.jpg
APMH00015935;MH0015935;Ile-de-France;78;Versailles;78646;Domaine national, château;;Parc : chemin;;Durand, Jean-Eugène (photographe);;;1912 (avant);;Négatif;PA00087673;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015935_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a4dc200c48b0a2bee6cbe6ab0fa72988/;48.8048649, 2.1203554;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015935_p.jpg
APMH00015932;MH0015932;Ile-de-France;78;Versailles;78646;Domaine national, château;;Parc : enceinte;;Durand, Jean-Eugène (photographe);;;1912 (avant);;Négatif;PA00087673;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015932_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/c8f9c8ebf7c545eb7cbd5e20c789f90a/;48.8048649, 2.1203554;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015932_p.jpg
APMH00015933;MH0015933;Ile-de-France;78;Versailles;78646;Domaine national, château;;Parc : arbres coupés;;Durand, Jean-Eugène (photographe);;;1912 (avant);;Négatif;PA00087673;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015933_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/22c9cd6e3f35cad1f2e41454fcf36f77/;48.8048649, 2.1203554;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015933_p.jpg
APMH00007127;MH0007127;Ile-de-France;94;Arcueil;94003;Maison;;;;Durand, Eugène (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007127_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d85e090becd55145fddd3b7c8d7b133a/;48.8086476, 2.3338819;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007127_p.jpg
APMH00036709;MH0036709;Ile-de-France;94;Champigny-sur-Marne;94017;Eglise;;Partie de la façade sud;;Chaine, Henri (architecte);;;1913;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0019/sap01_mh036709_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d1ba3c5e181ad1be7d015f69fdafe338/;48.812722, 2.5117207;http://www.culture.gouv.fr/Wave/image/memoire/0019/sap01_mh036709_p.jpg
APMH00007022;MH0007022;Ile-de-France;77;Villeneuve-le-Comte;77508;Eglise;;Nef, bas-côté;;Durand, Eugène (photographe);;;;;Négatif;PA00087323;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh007022_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ccaac1e8fff01fc11e26596b7754e07b/;48.814737, 2.8306767;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh007022_p.jpg
APMH00007018;MH0007018;Ile-de-France;77;Villeneuve-le-Comte;77508;Eglise;;Ensemble sud-ouest;;Durand, Eugène (photographe);;;;;Négatif;PA00087323;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh007018_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/aaaa59876581bcd6625b394cc2abe054/;48.814737, 2.8306767;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh007018_p.jpg
APMH00037753;MH0037753;Ile-de-France;75;Paris 13;75113;Poterne des Peupliers;boulevard Kellermann;Vue de végétation;;Atget, Eugène (photographe);;;1913;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037753_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/bcaf7ba013636959e5f1c39c41788100/;48.8201019, 2.3486172;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037753_p.jpg
APMH00037730;MH0037730;Ile-de-France;75;Paris 13;75113;"Poterne des Peupliers;Passage du canal de l'Ourcq";boulevard Kellermann;Vue de végétation;;Atget, Eugène (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037730_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/615cda67f9ccbc38c8c17b67f726d77c/;48.8201019, 2.3486172;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037730_p.jpg
APMH00037754;MH0037754;Ile-de-France;75;Paris 13;75113;Poterne des Peupliers;boulevard Kellermann;Vue de végétation;;Atget, Eugène (photographe);;;1913;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037754_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/4de5a8852c80fce8f1c2f4a8de59bd13/;48.8201019, 2.3486172;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037754_p.jpg
APMH00037740;MH0037740;Ile-de-France;75;Paris 13;75113;Porte de Gentilly;boulevard Kellermann;Porte;;Atget, Eugène (photographe);;;"1910;1913";;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037740_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a54a46a4be9687e0490a76e69b5ad0ac/;48.8201019, 2.3486172;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037740_p.jpg
APMH00016352;MH0016352;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Donjon : Façade nord;;Vorin;;;1919 (avant);;Négatif;"PA00079920 ; IA00075818";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016352_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/1132becb3337166e5166721f65718193/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016352_p.jpg
APMH00016353;MH0016353;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Donjon : Soubassement;;Vorin;;;1919 (avant);;Négatif;"PA00079920 ; IA00075818";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016353_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/9e36379c13573f037e729f0524b38456/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016353_p.jpg
APMH00016351;MH0016351;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Donjon. Entrée est ou châtelet : Partie supérieure de la façade entre les deux tours;;Vorin;;;1919 (avant);;Négatif;"PA00079920 ; IA00075818";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016351_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/75558166b3a875f3fa96c1fa822826fd/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016351_p.jpg
APMH00016762;MH0016762;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Pavillon de la Reine : Lucarne et vase;;Durand, Jean-Eugène (photographe);;;1919 (avant);;Négatif;PA00079920;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016762_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/779afacc0a0205153ceafed62568329a/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016762_p.jpg
APMH00016369;MH0016369;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Donjon : Cheminée;;Vorin;;;1919 (avant);;Négatif;"PA00079920 ; IA00075818";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016369_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/11208117c843ef0681838efe678843c1/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016369_p.jpg
APMH00016771;MH0016771;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Donjon : Couloir du 1er étage;;Durand, Jean-Eugène (photographe);;;1919 (avant);;Négatif;PA00079920;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016771_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/71a86a84b5eb7709e3d5a9fda7fa9dc6/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016771_p.jpg
APMH00016367;MH0016367;Ile-de-France;94;Vincennes;94080;Château;avenue du Parc;Donjon. Console sculptée : Lion de saint Marc;;Vorin;;;1919 (avant);;Négatif;"PA00079920 ; IA00075818";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016367_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b4ad8023f9d6b6fd8865a59389d1f806/;48.8219231, 2.4748997;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016367_p.jpg
APMH00015028;MH0015028;Ile-de-France;94;Charenton-le-Pont;94018;Château de Conflans (ancien);2 rue du Séminaire;Pavillon de gauche, au sud;;Durand, Jean-Eugène (photographe);;;1905 (avant, supposé);;Négatif;PA00079860;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0317/sap01_mh015028_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ff9ffa5464bec57f72a9180e63fd25c7/;48.8224228, 2.403307;http://www.culture.gouv.fr/Wave/image/memoire/0317/sap01_mh015028_p.jpg
APMH00037716;MH0037716;Ile-de-France;75;Paris 13;75113;Colonie du Tonkin;rue de la Colonie;Vue de baraquement;;Atget, Eugène (photographe);;;1900/05;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037716_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/95721874875e2ca23558b7e1d451d385/;48.8240436, 2.3492589;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037716_p.jpg
APMH00037715;MH0037715;Ile-de-France;75;Paris 13;75113;;rue de la Colonie;Escalier et barricade;;Atget, Eugène (photographe);;;1900;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037715_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3881ca05fd63a928500cc8d444f15216/;48.8240436, 2.3492589;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037715_p.jpg
APMH00037747;MH0037747;Ile-de-France;75;Paris 14;75114;Porte Dauphine;boulevard Brune;Vue des fortifications;;Atget, Eugène (photographe);;;1913;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037747_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/c0d067d1b6d340d8969388acaf11c196/;48.8250771, 2.3180791;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037747_p.jpg
